LoanID,LoanType,LoanPurpose,EmploymentType,OriginationDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,BranchName,Region,State,BranchManager,LoanStatus,DaysDelinquent,MonthlyPayment,AgingBucket,DelinquencyFlag,DefaultFlag,CreditScore,CreditBand,PreviousDefaults,MonthlyIncome,BureauSource,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,DTI_Ratio,AnnualInterestIncome
LN-00928,ARM 5/1,Purchase,Self-Employed,2020-09-17,2020,Q3-2020,252000.0,6.82,15,Tampa Branch,South,FL,Diana Foster,30 DPD,44,2239.76,1-30 DPD,1,0,730,Good (700-749),0,8080.0,TransUnion,Condo,434000.0,0.58,Low (<70%),NJ,0.277,17186.0
LN-00929,ARM 5/1,Purchase,Self-Employed,2019-04-23,2019,Q2-2019,201000.0,5.57,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,1649.81,0-Current,0,0,825,Excellent (750+),0,19761.0,Experian,Condo,251000.0,0.8,Medium (70-85%),NV,0.083,11196.0
LN-00930,ARM 7/1,Purchase,Contract,2020-09-20,2020,Q3-2020,467000.0,7.98,15,Phoenix Branch,West,AZ,Rachel Torres,Current,0,4457.5,0-Current,0,0,694,Fair (650-699),0,13334.0,TransUnion,Single Family,513000.0,0.91,High (>85%),MA,0.334,37267.0
LN-00931,Fixed 30-Year,Cash-Out Refinance,Retired,2022-08-30,2022,Q3-2022,597000.0,7.17,30,Newark Branch,East,NJ,Jennifer Walsh,Current,0,4040.25,0-Current,0,0,655,Fair (650-699),1,6420.0,Equifax,Condo,853000.0,0.7,Low (<70%),NY,0.629,42805.0
LN-00932,Fixed 30-Year,Purchase,Salaried,2023-06-22,2023,Q2-2023,501000.0,7.24,30,Las Vegas Branch,West,NV,Steven Park,Current,0,3414.31,0-Current,0,0,850,Excellent (750+),0,4863.0,Equifax,Multi-Family,879000.0,0.57,Low (<70%),OH,0.702,36272.0
LN-00933,Fixed 30-Year,Cash-Out Refinance,Salaried,2022-09-05,2022,Q3-2022,339000.0,3.6,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,1541.25,0-Current,0,0,584,Poor (<650),0,12948.0,TransUnion,Multi-Family,408000.0,0.83,Medium (70-85%),GA,0.119,12204.0
LN-00934,ARM 7/1,Purchase,Self-Employed,2018-03-27,2018,Q1-2018,364000.0,7.09,15,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,3290.08,0-Current,0,0,550,Poor (<650),0,9082.0,Experian,Condo,492000.0,0.74,Medium (70-85%),IL,0.362,25808.0
LN-00935,Fixed 30-Year,Home Equity,Contract,2021-10-21,2021,Q4-2021,496000.0,6.48,30,Baltimore Branch,East,MD,David Kumar,Current,0,3128.54,0-Current,0,0,735,Good (700-749),0,26850.0,Experian,Condo,577000.0,0.86,High (>85%),OH,0.117,32141.0
LN-00936,Fixed 15-Year,Refinance,Self-Employed,2022-01-15,2022,Q1-2022,400000.0,5.54,15,Philadelphia Branch,East,PA,Robert Simmons,30 DPD,51,3276.83,1-30 DPD,1,0,659,Fair (650-699),0,26536.0,Experian,Townhouse,606000.0,0.66,Low (<70%),NJ,0.123,22160.0
LN-00937,Fixed 30-Year,Purchase,Self-Employed,2019-06-13,2019,Q2-2019,694000.0,6.92,30,Tampa Branch,South,FL,Diana Foster,Current,0,4579.97,0-Current,0,0,618,Poor (<650),0,9524.0,Equifax,Townhouse,977000.0,0.71,Medium (70-85%),CA,0.481,48025.0
LN-00938,Fixed 30-Year,Purchase,Salaried,2021-05-28,2021,Q2-2021,421000.0,8.72,30,Las Vegas Branch,West,NV,Steven Park,Paid Off,0,3302.99,5-Paid Off,0,0,756,Excellent (750+),0,21884.0,TransUnion,Multi-Family,726000.0,0.58,Low (<70%),NY,0.151,36711.0
LN-00939,ARM 5/1,Purchase,Salaried,2023-08-25,2023,Q3-2023,373000.0,4.12,15,Baltimore Branch,East,MD,David Kumar,Current,0,2781.52,0-Current,0,0,719,Good (700-749),1,8720.0,Equifax,Multi-Family,434000.0,0.86,High (>85%),TX,0.319,15368.0
LN-00940,Fixed 30-Year,Purchase,Retired,2023-06-16,2023,Q2-2023,266000.0,6.34,30,San Diego Branch,West,CA,Kevin Nguyen,Current,0,1653.41,0-Current,0,0,654,Fair (650-699),0,15677.0,Experian,Townhouse,283000.0,0.94,High (>85%),MA,0.105,16864.0
LN-00941,ARM 5/1,Cash-Out Refinance,Salaried,2019-09-12,2019,Q3-2019,711000.0,6.31,15,Baltimore Branch,East,MD,David Kumar,Current,0,6119.55,0-Current,0,0,597,Poor (<650),0,27641.0,TransUnion,Multi-Family,748000.0,0.95,High (>85%),CA,0.221,44864.0
LN-00942,ARM 7/1,Home Equity,Salaried,2019-03-31,2019,Q1-2019,439000.0,5.76,15,Buffalo Branch,North,NY,James Carlson,Current,0,3647.85,0-Current,0,0,769,Excellent (750+),0,8344.0,Equifax,Multi-Family,618000.0,0.71,Medium (70-85%),AZ,0.437,25286.0
LN-00943,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2020-04-21,2020,Q2-2020,166000.0,6.71,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,1072.26,0-Current,0,0,752,Excellent (750+),0,6634.0,Experian,Townhouse,291000.0,0.57,Low (<70%),OH,0.162,11139.0
LN-00944,Fixed 15-Year,Purchase,Retired,2019-02-11,2019,Q1-2019,705000.0,5.99,15,Philadelphia Branch,East,PA,Robert Simmons,30 DPD,55,5945.38,1-30 DPD,1,0,692,Fair (650-699),0,21394.0,TransUnion,Multi-Family,881000.0,0.8,Medium (70-85%),IL,0.278,42230.0
LN-00945,Fixed 30-Year,Purchase,Contract,2018-01-27,2018,Q1-2018,246000.0,8.58,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,1905.49,0-Current,0,0,847,Excellent (750+),0,26631.0,Experian,Single Family,346000.0,0.71,Medium (70-85%),MI,0.072,21107.0
LN-00946,Fixed 15-Year,Purchase,Self-Employed,2022-08-27,2022,Q3-2022,150000.0,5.3,15,Philadelphia Branch,East,PA,Robert Simmons,30 DPD,35,1209.76,1-30 DPD,1,0,614,Poor (<650),0,16372.0,TransUnion,Condo,197000.0,0.76,Medium (70-85%),NV,0.074,7950.0
LN-00947,Fixed 30-Year,Cash-Out Refinance,Contract,2022-08-21,2022,Q3-2022,267000.0,7.66,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,1896.24,0-Current,0,0,577,Poor (<650),0,23426.0,Experian,Single Family,318000.0,0.84,Medium (70-85%),IL,0.081,20452.0
LN-00948,ARM 5/1,Refinance,Salaried,2019-08-20,2019,Q3-2019,377000.0,3.41,15,Chicago Branch,Central,IL,Nancy Williams,Default,334,2678.48,4-Default,1,1,563,Poor (<650),0,16438.0,Equifax,Single Family,589000.0,0.64,Low (<70%),IL,0.163,12856.0
LN-00949,Fixed 30-Year,Purchase,Salaried,2018-09-09,2018,Q3-2018,885000.0,4.15,30,Newark Branch,East,NJ,Jennifer Walsh,Current,0,4302.01,0-Current,0,0,696,Fair (650-699),2,27408.0,Experian,Condo,1500000.0,0.59,Low (<70%),MD,0.157,36728.0
LN-00950,ARM 7/1,Home Equity,Contract,2023-10-31,2023,Q4-2023,127000.0,6.72,15,Atlanta Branch,South,GA,Angela Brooks,30 DPD,57,1121.72,1-30 DPD,1,0,719,Good (700-749),1,13998.0,TransUnion,Townhouse,132000.0,0.96,High (>85%),PA,0.08,8534.0
LN-00951,ARM 5/1,Purchase,Retired,2021-11-10,2021,Q4-2021,672000.0,4.98,15,Detroit Branch,Central,MI,Brian Johnson,Default,282,5307.13,4-Default,1,1,579,Poor (<650),0,27820.0,TransUnion,Multi-Family,1159000.0,0.58,Low (<70%),NJ,0.191,33466.0
LN-00952,ARM 7/1,Cash-Out Refinance,Contract,2020-04-20,2020,Q2-2020,654000.0,5.7,15,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,5413.39,0-Current,0,0,728,Good (700-749),0,25565.0,Experian,Single Family,788000.0,0.83,Medium (70-85%),CA,0.212,37278.0
LN-00953,ARM 5/1,Cash-Out Refinance,Salaried,2020-03-19,2020,Q1-2020,721000.0,5.47,15,Baltimore Branch,East,MD,David Kumar,Current,0,5879.7,0-Current,0,0,599,Poor (<650),0,27288.0,Equifax,Single Family,801000.0,0.9,High (>85%),MI,0.215,39439.0
LN-00954,Fixed 30-Year,Purchase,Retired,2019-06-01,2019,Q2-2019,675000.0,7.32,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,4636.78,0-Current,0,0,815,Excellent (750+),0,16196.0,Equifax,Multi-Family,1164000.0,0.58,Low (<70%),NC,0.286,49410.0
LN-00955,Fixed 15-Year,Purchase,Retired,2019-10-18,2019,Q4-2019,336000.0,5.12,15,Syracuse Branch,North,NY,Linda Perez,Current,0,2678.12,0-Current,0,0,693,Fair (650-699),0,10008.0,TransUnion,Condo,431000.0,0.78,Medium (70-85%),OH,0.268,17203.0
LN-00956,Fixed 15-Year,Cash-Out Refinance,Retired,2018-09-03,2018,Q3-2018,889000.0,3.86,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,6513.63,0-Current,0,0,789,Excellent (750+),0,17171.0,Experian,Single Family,1507000.0,0.59,Low (<70%),NV,0.379,34315.0
LN-00957,Fixed 30-Year,Purchase,Salaried,2019-05-26,2019,Q2-2019,119000.0,6.83,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,778.17,0-Current,0,0,727,Good (700-749),0,18903.0,Equifax,Townhouse,159000.0,0.75,Medium (70-85%),AZ,0.041,8128.0
LN-00958,ARM 7/1,Refinance,Self-Employed,2024-05-05,2024,Q2-2024,740000.0,8.69,15,Newark Branch,East,NJ,Jennifer Walsh,Current,0,7369.72,0-Current,0,0,736,Good (700-749),0,24506.0,Equifax,Multi-Family,937000.0,0.79,Medium (70-85%),NJ,0.301,64306.0
LN-00959,Fixed 30-Year,Refinance,Self-Employed,2019-07-28,2019,Q3-2019,724000.0,7.18,30,Philadelphia Branch,East,PA,Robert Simmons,Current,0,4904.63,0-Current,0,0,745,Good (700-749),0,14653.0,TransUnion,Condo,965000.0,0.75,Medium (70-85%),GA,0.335,51983.0
LN-00960,Fixed 15-Year,Purchase,Contract,2023-02-04,2023,Q1-2023,238000.0,7.53,15,Newark Branch,East,NJ,Jennifer Walsh,60 DPD,64,2210.35,2-60 DPD,1,0,735,Good (700-749),0,17957.0,Equifax,Single Family,305000.0,0.78,Medium (70-85%),AZ,0.123,17921.0
LN-00961,Fixed 30-Year,Purchase,Salaried,2023-05-05,2023,Q2-2023,131000.0,8.14,30,San Diego Branch,West,CA,Kevin Nguyen,Current,0,974.05,0-Current,0,0,751,Excellent (750+),1,23834.0,Equifax,Townhouse,179000.0,0.73,Medium (70-85%),MD,0.041,10663.0
LN-00962,Fixed 30-Year,Refinance,Contract,2020-12-16,2020,Q4-2020,538000.0,7.53,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,3772.83,0-Current,0,0,806,Excellent (750+),0,12507.0,TransUnion,Condo,944000.0,0.57,Low (<70%),GA,0.302,40511.0
LN-00963,Fixed 15-Year,Purchase,Contract,2023-09-03,2023,Q3-2023,422000.0,4.15,15,Las Vegas Branch,West,NV,Steven Park,Current,0,3153.3,0-Current,0,0,715,Good (700-749),2,20727.0,TransUnion,Townhouse,502000.0,0.84,Medium (70-85%),MA,0.152,17513.0
LN-00964,ARM 5/1,Purchase,Self-Employed,2023-04-23,2023,Q2-2023,177000.0,4.42,15,Chicago Branch,Central,IL,Nancy Williams,Current,0,1346.81,0-Current,0,0,756,Excellent (750+),1,14560.0,Experian,Single Family,236000.0,0.75,Medium (70-85%),NC,0.093,7823.0
LN-00965,ARM 7/1,Purchase,Retired,2019-03-28,2019,Q1-2019,177000.0,7.94,15,Baltimore Branch,East,MD,David Kumar,Current,0,1685.38,0-Current,0,0,692,Fair (650-699),1,20753.0,Equifax,Single Family,211000.0,0.84,Medium (70-85%),OH,0.081,14054.0
LN-00966,Fixed 30-Year,Purchase,Salaried,2021-05-27,2021,Q2-2021,385000.0,8.7,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,3015.06,0-Current,0,0,815,Excellent (750+),0,18256.0,Experian,Multi-Family,592000.0,0.65,Low (<70%),FL,0.165,33495.0
LN-00967,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2021-06-03,2021,Q2-2021,563000.0,3.52,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,2534.41,0-Current,0,0,645,Poor (<650),0,16376.0,TransUnion,Condo,662000.0,0.85,Medium (70-85%),NY,0.155,19818.0
LN-00968,Fixed 30-Year,Purchase,Retired,2018-07-03,2018,Q3-2018,529000.0,3.62,30,Las Vegas Branch,West,NV,Steven Park,Current,0,2411.02,0-Current,0,0,844,Excellent (750+),1,8328.0,Equifax,Condo,653000.0,0.81,Medium (70-85%),MD,0.29,19150.0
LN-00969,ARM 7/1,Refinance,Contract,2019-06-28,2019,Q2-2019,721000.0,5.86,15,Phoenix Branch,West,AZ,Rachel Torres,30 DPD,36,6029.81,1-30 DPD,1,0,696,Fair (650-699),0,21414.0,Equifax,Multi-Family,1163000.0,0.62,Low (<70%),CA,0.282,42251.0
LN-00970,Fixed 15-Year,Refinance,Contract,2019-01-01,2019,Q1-2019,202000.0,7.25,15,Phoenix Branch,West,AZ,Rachel Torres,Current,0,1843.98,0-Current,0,0,585,Poor (<650),0,25919.0,Equifax,Single Family,361000.0,0.56,Low (<70%),NC,0.071,14645.0
LN-00971,ARM 7/1,Refinance,Salaried,2022-12-20,2022,Q4-2022,358000.0,3.5,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,2559.28,0-Current,0,0,710,Good (700-749),0,9813.0,Experian,Single Family,577000.0,0.62,Low (<70%),IL,0.261,12530.0
LN-00972,Fixed 15-Year,Refinance,Salaried,2021-06-19,2021,Q2-2021,549000.0,7.63,15,Miami Branch,South,FL,Carlos Rivera,Default,160,5129.94,4-Default,1,1,525,Poor (<650),0,20714.0,Experian,Condo,732000.0,0.75,Medium (70-85%),MI,0.248,41889.0
LN-00973,Fixed 30-Year,Home Equity,Self-Employed,2018-08-05,2018,Q3-2018,863000.0,6.23,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,5302.42,0-Current,0,0,767,Excellent (750+),0,12581.0,Equifax,Single Family,1348000.0,0.64,Low (<70%),GA,0.421,53765.0
LN-00974,Fixed 15-Year,Purchase,Salaried,2023-12-19,2023,Q4-2023,95000.0,6.87,15,Las Vegas Branch,West,NV,Steven Park,Default,323,847.0,4-Default,1,1,564,Poor (<650),0,17182.0,Experian,Single Family,99000.0,0.96,High (>85%),NV,0.049,6527.0
LN-00975,Fixed 30-Year,Purchase,Retired,2022-12-25,2022,Q4-2022,659000.0,8.13,30,Tampa Branch,South,FL,Diana Foster,Current,0,4895.36,0-Current,0,0,664,Fair (650-699),0,15914.0,Equifax,Single Family,941000.0,0.7,Low (<70%),NJ,0.308,53577.0
LN-00976,Fixed 30-Year,Purchase,Salaried,2022-11-26,2022,Q4-2022,787000.0,3.38,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,3481.48,0-Current,0,0,550,Poor (<650),0,16271.0,Experian,Multi-Family,1157000.0,0.68,Low (<70%),NY,0.214,26601.0
LN-00977,Fixed 30-Year,Purchase,Retired,2019-02-11,2019,Q1-2019,291000.0,3.88,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,1369.22,0-Current,0,0,663,Fair (650-699),0,18234.0,Experian,Townhouse,383000.0,0.76,Medium (70-85%),MI,0.075,11291.0
LN-00978,Fixed 30-Year,Refinance,Salaried,2022-07-27,2022,Q3-2022,153000.0,4.94,30,Miami Branch,South,FL,Carlos Rivera,Current,0,815.74,0-Current,0,0,550,Poor (<650),0,24217.0,Experian,Multi-Family,268000.0,0.57,Low (<70%),OH,0.034,7558.0
LN-00979,Fixed 30-Year,Purchase,Contract,2019-02-09,2019,Q1-2019,665000.0,4.89,30,Newark Branch,East,NJ,Jennifer Walsh,90 DPD,92,3525.29,3-90 DPD,1,0,500,Poor (<650),0,19717.0,TransUnion,Townhouse,853000.0,0.78,Medium (70-85%),NV,0.179,32519.0
LN-00980,Fixed 30-Year,Purchase,Self-Employed,2020-04-09,2020,Q2-2020,759000.0,3.92,30,Boston Branch,East,MA,Patricia Cole,Current,0,3588.66,0-Current,0,0,760,Excellent (750+),0,26546.0,TransUnion,Townhouse,782000.0,0.97,High (>85%),IL,0.135,29753.0
LN-00981,ARM 5/1,Purchase,Contract,2018-09-06,2018,Q3-2018,396000.0,3.88,15,Chicago Branch,Central,IL,Nancy Williams,Current,0,2905.41,0-Current,0,0,762,Excellent (750+),0,13579.0,Equifax,Condo,417000.0,0.95,High (>85%),OH,0.214,15365.0
LN-00982,Fixed 30-Year,Purchase,Salaried,2018-03-18,2018,Q1-2018,600000.0,8.28,30,Las Vegas Branch,West,NV,Steven Park,Current,0,4520.26,0-Current,0,0,734,Good (700-749),1,13860.0,Equifax,Multi-Family,822000.0,0.73,Medium (70-85%),TX,0.326,49680.0
LN-00983,Fixed 15-Year,Purchase,Self-Employed,2023-01-01,2023,Q1-2023,183000.0,6.38,15,Detroit Branch,Central,MI,Brian Johnson,30 DPD,51,1582.08,1-30 DPD,1,0,622,Poor (<650),1,21962.0,TransUnion,Townhouse,223000.0,0.82,Medium (70-85%),TX,0.072,11675.0
LN-00984,Fixed 30-Year,Home Equity,Contract,2024-01-11,2024,Q1-2024,888000.0,7.55,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,6239.46,0-Current,0,0,696,Fair (650-699),1,13656.0,Equifax,Condo,1045000.0,0.85,Medium (70-85%),GA,0.457,67044.0
LN-00985,ARM 5/1,Purchase,Contract,2019-11-17,2019,Q4-2019,868000.0,6.66,15,Albany Branch,North,NY,Sarah Mitchell,Current,0,7637.77,0-Current,0,0,699,Fair (650-699),0,13082.0,Equifax,Condo,1059000.0,0.82,Medium (70-85%),NV,0.584,57809.0
LN-00986,Fixed 30-Year,Refinance,Retired,2020-05-21,2020,Q2-2020,638000.0,8.75,30,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,5019.15,0-Current,0,0,607,Poor (<650),1,26063.0,Equifax,Condo,733000.0,0.87,High (>85%),TX,0.193,55825.0
LN-00987,Fixed 15-Year,Refinance,Self-Employed,2022-06-08,2022,Q2-2022,542000.0,4.9,15,Miami Branch,South,FL,Carlos Rivera,Current,0,4257.92,0-Current,0,0,820,Excellent (750+),0,10293.0,TransUnion,Condo,934000.0,0.58,Low (<70%),NC,0.414,26558.0
LN-00988,ARM 7/1,Home Equity,Retired,2023-08-30,2023,Q3-2023,800000.0,4.41,15,Detroit Branch,Central,MI,Brian Johnson,Default,331,6083.21,4-Default,1,1,666,Fair (650-699),0,18476.0,TransUnion,Condo,1111000.0,0.72,Medium (70-85%),CA,0.329,35280.0
LN-00989,Fixed 15-Year,Purchase,Retired,2021-01-23,2021,Q1-2021,883000.0,7.14,15,Newark Branch,East,NJ,Jennifer Walsh,Current,0,8005.93,0-Current,0,0,682,Fair (650-699),1,5982.0,TransUnion,Condo,1338000.0,0.66,Low (<70%),AZ,1.338,63046.0
LN-00990,Fixed 30-Year,Refinance,Salaried,2019-07-02,2019,Q3-2019,572000.0,3.34,30,Tampa Branch,South,FL,Diana Foster,Current,0,2517.72,0-Current,0,0,702,Good (700-749),0,16061.0,TransUnion,Condo,908000.0,0.63,Low (<70%),PA,0.157,19105.0
LN-00991,Fixed 30-Year,Cash-Out Refinance,Contract,2024-03-26,2024,Q1-2024,88000.0,4.2,30,Las Vegas Branch,West,NV,Steven Park,Current,0,430.34,0-Current,0,0,716,Good (700-749),0,6958.0,TransUnion,Townhouse,110000.0,0.8,Medium (70-85%),TX,0.062,3696.0
LN-00992,Fixed 15-Year,Purchase,Contract,2018-11-14,2018,Q4-2018,726000.0,6.82,15,Los Angeles Branch,West,CA,Amy Zhang,60 DPD,65,6452.65,2-60 DPD,1,0,550,Poor (<650),0,25940.0,Experian,Multi-Family,816000.0,0.89,High (>85%),MI,0.249,49513.0
LN-00993,Fixed 30-Year,Purchase,Salaried,2022-01-06,2022,Q1-2022,746000.0,7.8,30,Rochester Branch,North,NY,Tom Henderson,Current,0,5370.23,0-Current,0,0,680,Fair (650-699),0,3776.0,Equifax,Townhouse,1130000.0,0.66,Low (<70%),GA,1.422,58188.0
LN-00994,Fixed 30-Year,Refinance,Retired,2018-03-23,2018,Q1-2018,238000.0,3.3,30,Phoenix Branch,West,AZ,Rachel Torres,Current,0,1042.33,0-Current,0,0,645,Poor (<650),0,3998.0,Experian,Multi-Family,309000.0,0.77,Medium (70-85%),GA,0.261,7854.0
LN-00995,ARM 5/1,Purchase,Contract,2020-06-24,2020,Q2-2020,593000.0,7.7,15,Syracuse Branch,North,NY,Linda Perez,Current,0,5564.8,0-Current,0,0,619,Poor (<650),2,15523.0,Equifax,Multi-Family,652000.0,0.91,High (>85%),OH,0.358,45661.0
LN-00996,Fixed 30-Year,Purchase,Contract,2020-05-06,2020,Q2-2020,822000.0,7.14,30,Buffalo Branch,North,NY,James Carlson,Current,0,5546.29,0-Current,0,0,677,Fair (650-699),0,22016.0,Experian,Multi-Family,1227000.0,0.67,Low (<70%),NV,0.252,58691.0
LN-00997,Fixed 15-Year,Refinance,Self-Employed,2024-05-06,2024,Q2-2024,485000.0,6.28,15,Boston Branch,East,MA,Patricia Cole,Current,0,4166.44,0-Current,0,0,843,Excellent (750+),0,6014.0,Equifax,Single Family,505000.0,0.96,High (>85%),AZ,0.693,30458.0
LN-00998,Fixed 30-Year,Cash-Out Refinance,Retired,2024-05-23,2024,Q2-2024,133000.0,4.68,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,688.19,0-Current,0,0,751,Excellent (750+),0,18551.0,TransUnion,Single Family,153000.0,0.87,High (>85%),NJ,0.037,6224.0
LN-00999,ARM 7/1,Refinance,Contract,2020-11-01,2020,Q4-2020,648000.0,6.18,15,Albany Branch,North,NY,Sarah Mitchell,Current,0,5531.41,0-Current,0,0,654,Fair (650-699),1,5227.0,Experian,Single Family,913000.0,0.71,Medium (70-85%),NC,1.058,40046.0
LN-01000,Fixed 15-Year,Purchase,Contract,2021-08-16,2021,Q3-2021,853000.0,3.54,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,6114.72,0-Current,0,0,745,Good (700-749),1,14910.0,Equifax,Townhouse,1004000.0,0.85,Medium (70-85%),NV,0.41,30196.0
LN-01001,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2018-06-28,2018,Q2-2018,463000.0,5.24,15,Rochester Branch,North,NY,Tom Henderson,Current,0,3719.52,0-Current,0,0,811,Excellent (750+),0,18579.0,Equifax,Single Family,493000.0,0.94,High (>85%),MA,0.2,24261.0
LN-01002,ARM 7/1,Purchase,Salaried,2022-05-25,2022,Q2-2022,517000.0,4.99,15,Boston Branch,East,MA,Patricia Cole,Default,273,4085.71,4-Default,1,1,656,Fair (650-699),0,19442.0,Experian,Multi-Family,654000.0,0.79,Medium (70-85%),FL,0.21,25798.0
LN-01003,ARM 7/1,Cash-Out Refinance,Self-Employed,2018-11-01,2018,Q4-2018,265000.0,7.04,15,Albany Branch,North,NY,Sarah Mitchell,Current,0,2387.83,0-Current,0,0,704,Good (700-749),0,6227.0,TransUnion,Condo,331000.0,0.8,Medium (70-85%),NV,0.383,18656.0
LN-01004,Fixed 30-Year,Purchase,Salaried,2023-05-20,2023,Q2-2023,593000.0,3.78,30,Newark Branch,East,NJ,Jennifer Walsh,Current,0,2756.38,0-Current,0,0,648,Poor (<650),0,17184.0,TransUnion,Multi-Family,1005000.0,0.59,Low (<70%),AZ,0.16,22415.0
LN-01005,ARM 5/1,Cash-Out Refinance,Retired,2021-10-27,2021,Q4-2021,283000.0,5.85,15,Newark Branch,East,NJ,Jennifer Walsh,Paid Off,0,2365.24,5-Paid Off,0,0,755,Excellent (750+),0,20944.0,Experian,Single Family,464000.0,0.61,Low (<70%),MD,0.113,16556.0
LN-01006,ARM 7/1,Refinance,Salaried,2019-01-27,2019,Q1-2019,716000.0,6.66,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,6300.28,0-Current,0,0,731,Good (700-749),1,20980.0,Equifax,Single Family,968000.0,0.74,Medium (70-85%),AZ,0.3,47686.0
LN-01007,ARM 7/1,Refinance,Salaried,2018-09-24,2018,Q3-2018,389000.0,8.15,15,Buffalo Branch,North,NY,James Carlson,Current,0,3751.25,0-Current,0,0,771,Excellent (750+),0,11656.0,TransUnion,Condo,452000.0,0.86,High (>85%),FL,0.322,31704.0
LN-01008,Fixed 30-Year,Refinance,Salaried,2019-02-22,2019,Q1-2019,581000.0,5.63,30,Phoenix Branch,West,AZ,Rachel Torres,30 DPD,38,3346.4,1-30 DPD,1,0,750,Excellent (750+),0,10411.0,TransUnion,Townhouse,937000.0,0.62,Low (<70%),MD,0.321,32710.0
LN-01009,Fixed 30-Year,Purchase,Contract,2018-02-13,2018,Q1-2018,586000.0,5.51,30,Los Angeles Branch,West,CA,Amy Zhang,Current,0,3330.92,0-Current,0,0,783,Excellent (750+),0,24356.0,TransUnion,Multi-Family,651000.0,0.9,High (>85%),NV,0.137,32289.0
LN-01010,ARM 5/1,Purchase,Retired,2018-04-17,2018,Q2-2018,588000.0,5.12,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,4686.71,0-Current,0,0,657,Fair (650-699),0,7399.0,Equifax,Multi-Family,653000.0,0.9,High (>85%),FL,0.633,30106.0
LN-01011,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2020-03-04,2020,Q1-2020,90000.0,7.17,30,Tampa Branch,South,FL,Diana Foster,Current,0,609.08,0-Current,0,0,805,Excellent (750+),0,9651.0,TransUnion,Condo,148000.0,0.61,Low (<70%),IL,0.063,6453.0
LN-01012,Fixed 30-Year,Purchase,Self-Employed,2022-12-27,2022,Q4-2022,425000.0,7.24,30,Chicago Branch,Central,IL,Nancy Williams,60 DPD,66,2896.37,2-60 DPD,1,0,715,Good (700-749),0,14957.0,Experian,Single Family,467000.0,0.91,High (>85%),NJ,0.194,30770.0
LN-01013,Fixed 30-Year,Purchase,Self-Employed,2022-01-05,2022,Q1-2022,336000.0,5.65,30,Buffalo Branch,North,NY,James Carlson,Paid Off,0,1939.51,5-Paid Off,0,0,850,Excellent (750+),0,16258.0,Experian,Townhouse,460000.0,0.73,Medium (70-85%),TX,0.119,18984.0
LN-01014,Fixed 30-Year,Purchase,Self-Employed,2018-02-03,2018,Q1-2018,361000.0,5.28,30,Las Vegas Branch,West,NV,Steven Park,Current,0,2000.17,0-Current,0,0,644,Poor (<650),0,11892.0,TransUnion,Multi-Family,495000.0,0.73,Medium (70-85%),NV,0.168,19061.0
LN-01015,Fixed 15-Year,Purchase,Self-Employed,2022-09-25,2022,Q3-2022,765000.0,7.97,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,7297.5,0-Current,0,0,838,Excellent (750+),0,19975.0,Equifax,Townhouse,1093000.0,0.7,Low (<70%),NJ,0.365,60971.0
LN-01016,ARM 5/1,Refinance,Retired,2023-03-30,2023,Q1-2023,360000.0,6.92,15,Tampa Branch,South,FL,Diana Foster,Current,0,3219.7,0-Current,0,0,715,Good (700-749),0,8491.0,Equifax,Single Family,610000.0,0.59,Low (<70%),FL,0.379,24912.0
LN-01017,Fixed 15-Year,Purchase,Contract,2021-09-08,2021,Q3-2021,355000.0,4.9,15,Columbus Branch,Central,OH,Melissa Brown,Current,0,2788.86,0-Current,0,0,647,Poor (<650),0,16251.0,TransUnion,Condo,623000.0,0.57,Low (<70%),NV,0.172,17395.0
